Bundesland;Datum;Altersgrupppe;EW_Fallzahl
Baden-Württemberg;2020-08-24;00-19;53
Baden-Württemberg;2020-08-24;20-59;217.69
Baden-Württemberg;2020-08-24;60+;13
Baden-Württemberg;2020-08-25;00-19;59.975
Baden-Württemberg;2020-08-25;20-59;200.18
Baden-Württemberg;2020-08-25;60+;11.325
Baden-Württemberg;2020-08-26;00-19;51.575
Baden-Württemberg;2020-08-26;20-59;173.52
Baden-Württemberg;2020-08-26;60+;16.625
Baden-Württemberg;2020-08-27;00-19;50.808
Baden-Württemberg;2020-08-27;20-59;168.32
Baden-Württemberg;2020-08-27;60+;15.717
Baden-Württemberg;2020-08-28;00-19;50.525
Baden-Württemberg;2020-08-28;20-59;145.4
Baden-Württemberg;2020-08-28;60+;16.342
Baden-Württemberg;2020-08-29;00-19;37.167
Baden-Württemberg;2020-08-29;20-59;142.73
Baden-Württemberg;2020-08-29;60+;10.067
Baden-Württemberg;2020-08-30;00-19;36.167
Baden-Württemberg;2020-08-30;20-59;145.62
Baden-Württemberg;2020-08-30;60+;14.117
Baden-Württemberg;2020-08-31;00-19;57.975
Baden-Württemberg;2020-08-31;20-59;182.29
Baden-Württemberg;2020-08-31;60+;23.258
Baden-Württemberg;2020-09-01;00-19;62.825
Baden-Württemberg;2020-09-01;20-59;194.53
Baden-Württemberg;2020-09-01;60+;23.45
Baden-Württemberg;2020-09-02;00-19;50.567
Baden-Württemberg;2020-09-02;20-59;172.78
Baden-Württemberg;2020-09-02;60+;15.808
Baden-Württemberg;2020-09-03;00-19;57.067
Baden-Württemberg;2020-09-03;20-59;152.86
Baden-Württemberg;2020-09-03;60+;15.642
Baden-Württemberg;2020-09-04;00-19;47.058
Baden-Württemberg;2020-09-04;20-59;168.62
Baden-Württemberg;2020-09-04;60+;14.992
Baden-Württemberg;2020-09-05;00-19;38.358
Baden-Württemberg;2020-09-05;20-59;153.97
Baden-Württemberg;2020-09-05;60+;18.425
Baden-Württemberg;2020-09-06;00-19;44.558
Baden-Württemberg;2020-09-06;20-59;146.03
Baden-Württemberg;2020-09-06;60+;18.567
Baden-Württemberg;2020-09-07;00-19;62.275
Baden-Württemberg;2020-09-07;20-59;180.32
Baden-Württemberg;2020-09-07;60+;22.217
Baden-Württemberg;2020-09-08;00-19;47.725
Baden-Württemberg;2020-09-08;20-59;171.32
Baden-Württemberg;2020-09-08;60+;28.85
Baden-Württemberg;2020-09-09;00-19;44.65
Baden-Württemberg;2020-09-09;20-59;178.24
Baden-Württemberg;2020-09-09;60+;21.733
Baden-Württemberg;2020-09-10;00-19;46.467
Baden-Württemberg;2020-09-10;20-59;169.43
Baden-Württemberg;2020-09-10;60+;33.017
Baden-Württemberg;2020-09-11;00-19;57.175
Baden-Württemberg;2020-09-11;20-59;149.37
Baden-Württemberg;2020-09-11;60+;26.708
Baden-Württemberg;2020-09-12;00-19;45.733
Baden-Württemberg;2020-09-12;20-59;181.16
Baden-Württemberg;2020-09-12;60+;31.483
Baden-Württemberg;2020-09-13;00-19;48.633
Baden-Württemberg;2020-09-13;20-59;171.05
Baden-Württemberg;2020-09-13;60+;26.708
Baden-Württemberg;2020-09-14;00-19;58.325
Baden-Württemberg;2020-09-14;20-59;189.49
Baden-Württemberg;2020-09-14;60+;37.642
Baden-Württemberg;2020-09-15;00-19;59.433
Baden-Württemberg;2020-09-15;20-59;203.47
Baden-Württemberg;2020-09-15;60+;35.95
Baden-Württemberg;2020-09-16;00-19;49.008
Baden-Württemberg;2020-09-16;20-59;169.08
Baden-Württemberg;2020-09-16;60+;30.792
Baden-Württemberg;2020-09-17;00-19;53.775
Baden-Württemberg;2020-09-17;20-59;154
Baden-Württemberg;2020-09-17;60+;33.758
Baden-Württemberg;2020-09-18;00-19;44.867
Baden-Württemberg;2020-09-18;20-59;146.07
Baden-Württemberg;2020-09-18;60+;33.725
Baden-Württemberg;2020-09-19;00-19;34.275
Baden-Württemberg;2020-09-19;20-59;131.69
Baden-Württemberg;2020-09-19;60+;38.175
Baden-Württemberg;2020-09-20;00-19;31.033
Baden-Württemberg;2020-09-20;20-59;157.14
Baden-Württemberg;2020-09-20;60+;35.167
Baden-Württemberg;2020-09-21;00-19;41.525
Baden-Württemberg;2020-09-21;20-59;191.61
Baden-Württemberg;2020-09-21;60+;39.125
Baden-Württemberg;2020-09-22;00-19;61.117
Baden-Württemberg;2020-09-22;20-59;193.68
Baden-Württemberg;2020-09-22;60+;40.833
Baden-Württemberg;2020-09-23;00-19;56.967
Baden-Württemberg;2020-09-23;20-59;197.71
Baden-Württemberg;2020-09-23;60+;34.508
Baden-Württemberg;2020-09-24;00-19;57.042
Baden-Württemberg;2020-09-24;20-59;190.69
Baden-Württemberg;2020-09-24;60+;43.325
Baden-Württemberg;2020-09-25;00-19;53.925
Baden-Württemberg;2020-09-25;20-59;184.57
Baden-Württemberg;2020-09-25;60+;41.875
Baden-Württemberg;2020-09-26;00-19;53.425
Baden-Württemberg;2020-09-26;20-59;162.36
Baden-Württemberg;2020-09-26;60+;31.95
Baden-Württemberg;2020-09-27;00-19;48.883
Baden-Württemberg;2020-09-27;20-59;166.67
Baden-Württemberg;2020-09-27;60+;27.508
Baden-Württemberg;2020-09-28;00-19;80.108
Baden-Württemberg;2020-09-28;20-59;196.51
Baden-Württemberg;2020-09-28;60+;51.583
Baden-Württemberg;2020-09-29;00-19;66.917
Baden-Württemberg;2020-09-29;20-59;233.05
Baden-Württemberg;2020-09-29;60+;38.308
Baden-Württemberg;2020-09-30;00-19;75.758
Baden-Württemberg;2020-09-30;20-59;229.64
Baden-Württemberg;2020-09-30;60+;54.625
Baden-Württemberg;2020-10-01;00-19;73.958
Baden-Württemberg;2020-10-01;20-59;266.22
Baden-Württemberg;2020-10-01;60+;65.417
Baden-Württemberg;2020-10-02;00-19;90.733
Baden-Württemberg;2020-10-02;20-59;311.99
Baden-Württemberg;2020-10-02;60+;71.358
Baden-Württemberg;2020-10-03;00-19;84.925
Baden-Württemberg;2020-10-03;20-59;295.98
Baden-Württemberg;2020-10-03;60+;81.975
Baden-Württemberg;2020-10-04;00-19;92.883
Baden-Württemberg;2020-10-04;20-59;326.02
Baden-Württemberg;2020-10-04;60+;77.675
Baden-Württemberg;2020-10-05;00-19;118.99
Baden-Württemberg;2020-10-05;20-59;419.1
Baden-Württemberg;2020-10-05;60+;104.59
Baden-Württemberg;2020-10-06;00-19;123.24
Baden-Württemberg;2020-10-06;20-59;446.27
Baden-Württemberg;2020-10-06;60+;92.467
Baden-Württemberg;2020-10-07;00-19;122.85
Baden-Württemberg;2020-10-07;20-59;467.31
Baden-Württemberg;2020-10-07;60+;111.97
Baden-Württemberg;2020-10-08;00-19;129.59
Baden-Württemberg;2020-10-08;20-59;454.1
Baden-Württemberg;2020-10-08;60+;125.42
Baden-Württemberg;2020-10-09;00-19;119.44
Baden-Württemberg;2020-10-09;20-59;497.68
Baden-Württemberg;2020-10-09;60+;146.67
Baden-Württemberg;2020-10-10;00-19;125.92
Baden-Württemberg;2020-10-10;20-59;521.73
Baden-Württemberg;2020-10-10;60+;136.04
Baden-Württemberg;2020-10-11;00-19;123.83
Baden-Württemberg;2020-10-11;20-59;524.54
Baden-Württemberg;2020-10-11;60+;127.15
Baden-Württemberg;2020-10-12;00-19;153.22
Baden-Württemberg;2020-10-12;20-59;675.34
Baden-Württemberg;2020-10-12;60+;171.95
Baden-Württemberg;2020-10-13;00-19;170.59
Baden-Württemberg;2020-10-13;20-59;677.74
Baden-Württemberg;2020-10-13;60+;188.67
Baden-Württemberg;2020-10-14;00-19;165.27
Baden-Württemberg;2020-10-14;20-59;747.69
Baden-Württemberg;2020-10-14;60+;193.22
Baden-Württemberg;2020-10-15;00-19;194.58
Baden-Württemberg;2020-10-15;20-59;733.02
Baden-Württemberg;2020-10-15;60+;225.69
Baden-Württemberg;2020-10-16;00-19;184.75
Baden-Württemberg;2020-10-16;20-59;860.09
Baden-Württemberg;2020-10-16;60+;241.28
Baden-Württemberg;2020-10-17;00-19;214.22
Baden-Württemberg;2020-10-17;20-59;840.1
Baden-Württemberg;2020-10-17;60+;209.63
Baden-Württemberg;2020-10-18;00-19;210.45
Baden-Württemberg;2020-10-18;20-59;981.15
Baden-Württemberg;2020-10-18;60+;243.96
Baden-Württemberg;2020-10-19;00-19;277.73
Baden-Württemberg;2020-10-19;20-59;1241.9
Baden-Württemberg;2020-10-19;60+;324.67
Baden-Württemberg;2020-10-20;00-19;272.6
Baden-Württemberg;2020-10-20;20-59;1335.5
Baden-Württemberg;2020-10-20;60+;350.81
Baden-Württemberg;2020-10-21;00-19;290.12
Baden-Württemberg;2020-10-21;20-59;1359.4
Baden-Württemberg;2020-10-21;60+;339.02
Baden-Württemberg;2020-10-22;00-19;257.82
Baden-Württemberg;2020-10-22;20-59;1294.3
Baden-Württemberg;2020-10-22;60+;389.23
Baden-Württemberg;2020-10-23;00-19;260.57
Baden-Württemberg;2020-10-23;20-59;1420.5
Baden-Württemberg;2020-10-23;60+;407.55
Baden-Württemberg;2020-10-24;00-19;233.6
Baden-Württemberg;2020-10-24;20-59;1385.9
Baden-Württemberg;2020-10-24;60+;376.98
Baden-Württemberg;2020-10-25;00-19;249.53
Baden-Württemberg;2020-10-25;20-59;1417.4
Baden-Württemberg;2020-10-25;60+;385.05
Baden-Württemberg;2020-10-26;00-19;289.77
Baden-Württemberg;2020-10-26;20-59;1656.5
Baden-Württemberg;2020-10-26;60+;491.48
Baden-Württemberg;2020-10-27;00-19;286.39
Baden-Württemberg;2020-10-27;20-59;1670.5
Baden-Württemberg;2020-10-27;60+;455.98
Baden-Württemberg;2020-10-28;00-19;296.62
Baden-Württemberg;2020-10-28;20-59;1619
Baden-Württemberg;2020-10-28;60+;430.82
Baden-Württemberg;2020-10-29;00-19;289.35
Baden-Württemberg;2020-10-29;20-59;1417.1
Baden-Württemberg;2020-10-29;60+;459.7
Baden-Württemberg;2020-10-30;00-19;269.12
Baden-Württemberg;2020-10-30;20-59;1492.1
Baden-Württemberg;2020-10-30;60+;470.99
Baden-Württemberg;2020-10-31;00-19;262.68
Baden-Württemberg;2020-10-31;20-59;1432
Baden-Württemberg;2020-10-31;60+;403.64
Baden-Württemberg;2020-11-01;00-19;290.23
Baden-Württemberg;2020-11-01;20-59;1471.5
Baden-Württemberg;2020-11-01;60+;477.44
Baden-Württemberg;2020-11-02;00-19;358.93
Baden-Württemberg;2020-11-02;20-59;1701.3
Baden-Württemberg;2020-11-02;60+;532.03
Baden-Württemberg;2020-11-03;00-19;327.86
Baden-Württemberg;2020-11-03;20-59;1683.7
Baden-Württemberg;2020-11-03;60+;500.4
Baden-Württemberg;2020-11-04;00-19;323.41
Baden-Württemberg;2020-11-04;20-59;1554.1
Baden-Württemberg;2020-11-04;60+;478.52
Baden-Württemberg;2020-11-05;00-19;285.22
Baden-Württemberg;2020-11-05;20-59;1353.6
Baden-Württemberg;2020-11-05;60+;453.58
Baden-Württemberg;2020-11-06;00-19;275.41
Baden-Württemberg;2020-11-06;20-59;1376.6
Baden-Württemberg;2020-11-06;60+;406.99
Baden-Württemberg;2020-11-07;00-19;243.96
Baden-Württemberg;2020-11-07;20-59;1301.7
Baden-Württemberg;2020-11-07;60+;403.23
Baden-Württemberg;2020-11-08;00-19;262.78
Baden-Württemberg;2020-11-08;20-59;1307.1
Baden-Württemberg;2020-11-08;60+;378.73
Baden-Württemberg;2020-11-09;00-19;360.69
Baden-Württemberg;2020-11-09;20-59;1580.6
Baden-Württemberg;2020-11-09;60+;516.86
Baden-Württemberg;2020-11-10;00-19;359.17
Baden-Württemberg;2020-11-10;20-59;1507.2
Baden-Württemberg;2020-11-10;60+;518.42
Baden-Württemberg;2020-11-11;00-19;336.21
Baden-Württemberg;2020-11-11;20-59;1410.8
Baden-Württemberg;2020-11-11;60+;502.95
Baden-Württemberg;2020-11-12;00-19;334.82
Baden-Württemberg;2020-11-12;20-59;1392.4
Baden-Württemberg;2020-11-12;60+;484.02
Baden-Württemberg;2020-11-13;00-19;326.57
Baden-Württemberg;2020-11-13;20-59;1486.4
Baden-Württemberg;2020-11-13;60+;499.57
Baden-Württemberg;2020-11-14;00-19;301.22
Baden-Württemberg;2020-11-14;20-59;1355.8
Baden-Württemberg;2020-11-14;60+;428.71
Baden-Württemberg;2020-11-15;00-19;274.88
Baden-Württemberg;2020-11-15;20-59;1382.4
Baden-Württemberg;2020-11-15;60+;444.72
Baden-Württemberg;2020-11-16;00-19;366.56
Baden-Württemberg;2020-11-16;20-59;1646.7
Baden-Württemberg;2020-11-16;60+;566.58
Baden-Württemberg;2020-11-17;00-19;353.58
Baden-Württemberg;2020-11-17;20-59;1466.4
Baden-Württemberg;2020-11-17;60+;561.26
Baden-Württemberg;2020-11-18;00-19;347.76
Baden-Württemberg;2020-11-18;20-59;1366.5
Baden-Württemberg;2020-11-18;60+;538.27
Baden-Württemberg;2020-11-19;00-19;300.37
Baden-Württemberg;2020-11-19;20-59;1269.2
Baden-Württemberg;2020-11-19;60+;520.75
Baden-Württemberg;2020-11-20;00-19;279.53
Baden-Württemberg;2020-11-20;20-59;1283
Baden-Württemberg;2020-11-20;60+;477.93
Baden-Württemberg;2020-11-21;00-19;257.46
Baden-Württemberg;2020-11-21;20-59;1184.1
Baden-Württemberg;2020-11-21;60+;409.21
Baden-Württemberg;2020-11-22;00-19;257.36
Baden-Württemberg;2020-11-22;20-59;1212.8
Baden-Württemberg;2020-11-22;60+;439.24
Baden-Württemberg;2020-11-23;00-19;339.38
Baden-Württemberg;2020-11-23;20-59;1471.5
Baden-Württemberg;2020-11-23;60+;580.94
Baden-Württemberg;2020-11-24;00-19;314.73
Baden-Württemberg;2020-11-24;20-59;1365.2
Baden-Württemberg;2020-11-24;60+;585.41
Baden-Württemberg;2020-11-25;00-19;338.43
Baden-Württemberg;2020-11-25;20-59;1349.2
Baden-Württemberg;2020-11-25;60+;589.92
Baden-Württemberg;2020-11-26;00-19;318.73
Baden-Württemberg;2020-11-26;20-59;1260.6
Baden-Württemberg;2020-11-26;60+;536.95
Baden-Württemberg;2020-11-27;00-19;311.97
Baden-Württemberg;2020-11-27;20-59;1325.5
Baden-Württemberg;2020-11-27;60+;521.21
Baden-Württemberg;2020-11-28;00-19;296.94
Baden-Württemberg;2020-11-28;20-59;1387.1
Baden-Württemberg;2020-11-28;60+;509.59
Baden-Württemberg;2020-11-29;00-19;309.62
Baden-Württemberg;2020-11-29;20-59;1289.5
Baden-Württemberg;2020-11-29;60+;490.48
Baden-Württemberg;2020-11-30;00-19;368.39
Baden-Württemberg;2020-11-30;20-59;1672.1
Baden-Württemberg;2020-11-30;60+;682.11
Baden-Württemberg;2020-12-01;00-19;397.14
Baden-Württemberg;2020-12-01;20-59;1680.6
Baden-Württemberg;2020-12-01;60+;734.17
Baden-Württemberg;2020-12-02;00-19;452.72
Baden-Württemberg;2020-12-02;20-59;1705.8
Baden-Württemberg;2020-12-02;60+;713.65
Baden-Württemberg;2020-12-03;00-19;443.39
Baden-Württemberg;2020-12-03;20-59;1733.5
Baden-Württemberg;2020-12-03;60+;703.07
Baden-Württemberg;2020-12-04;00-19;444.72
Baden-Württemberg;2020-12-04;20-59;1832.3
Baden-Württemberg;2020-12-04;60+;683.55
Baden-Württemberg;2020-12-05;00-19;414.63
Baden-Württemberg;2020-12-05;20-59;1805.5
Baden-Württemberg;2020-12-05;60+;641.48
Baden-Württemberg;2020-12-06;00-19;414.82
Baden-Württemberg;2020-12-06;20-59;1808.8
Baden-Württemberg;2020-12-06;60+;695.63
Baden-Württemberg;2020-12-07;00-19;513.91
Baden-Württemberg;2020-12-07;20-59;2172.8
Baden-Württemberg;2020-12-07;60+;885.27
Baden-Württemberg;2020-12-08;00-19;502.74
Baden-Württemberg;2020-12-08;20-59;2066.3
Baden-Württemberg;2020-12-08;60+;918.09
Baden-Württemberg;2020-12-09;00-19;524.2
Baden-Württemberg;2020-12-09;20-59;2083.5
Baden-Württemberg;2020-12-09;60+;917.08
Baden-Württemberg;2020-12-10;00-19;471.86
Baden-Württemberg;2020-12-10;20-59;1961.3
Baden-Württemberg;2020-12-10;60+;896.39
Baden-Württemberg;2020-12-11;00-19;442.48
Baden-Württemberg;2020-12-11;20-59;2062.6
Baden-Württemberg;2020-12-11;60+;850.43
Baden-Württemberg;2020-12-12;00-19;403.32
Baden-Württemberg;2020-12-12;20-59;2038.7
Baden-Württemberg;2020-12-12;60+;726.83
Baden-Württemberg;2020-12-13;00-19;394.22
Baden-Württemberg;2020-12-13;20-59;1921.5
Baden-Württemberg;2020-12-13;60+;730.51
Baden-Württemberg;2020-12-14;00-19;492.48
Baden-Württemberg;2020-12-14;20-59;2330.6
Baden-Württemberg;2020-12-14;60+;975.38
Baden-Württemberg;2020-12-15;00-19;500.02
Baden-Württemberg;2020-12-15;20-59;2239.1
Baden-Württemberg;2020-12-15;60+;1010.7
Baden-Württemberg;2020-12-16;00-19;438.6
Baden-Württemberg;2020-12-16;20-59;2119
Baden-Württemberg;2020-12-16;60+;937.71
Baden-Württemberg;2020-12-17;00-19;380.83
Baden-Württemberg;2020-12-17;20-59;1857
Baden-Württemberg;2020-12-17;60+;910.62
Baden-Württemberg;2020-12-18;00-19;334.44
Baden-Württemberg;2020-12-18;20-59;1837.2
Baden-Württemberg;2020-12-18;60+;815.62
Baden-Württemberg;2020-12-19;00-19;322.8
Baden-Württemberg;2020-12-19;20-59;1748.4
Baden-Württemberg;2020-12-19;60+;678.83
Baden-Württemberg;2020-12-20;00-19;270.65
Baden-Württemberg;2020-12-20;20-59;1577.9
Baden-Württemberg;2020-12-20;60+;715.57
Baden-Württemberg;2020-12-21;00-19;307.53
Baden-Württemberg;2020-12-21;20-59;1741
Baden-Württemberg;2020-12-21;60+;800.92
Baden-Württemberg;2020-12-22;00-19;253.68
Baden-Württemberg;2020-12-22;20-59;1473.7
Baden-Württemberg;2020-12-22;60+;771.05
Baden-Württemberg;2020-12-23;00-19;229.93
Baden-Württemberg;2020-12-23;20-59;1333.8
Baden-Württemberg;2020-12-23;60+;676.51
Baden-Württemberg;2020-12-24;00-19;171.5
Baden-Württemberg;2020-12-24;20-59;1221.5
Baden-Württemberg;2020-12-24;60+;622.36
Baden-Württemberg;2020-12-25;00-19;189.56
Baden-Württemberg;2020-12-25;20-59;1111.8
Baden-Württemberg;2020-12-25;60+;545.88
Baden-Württemberg;2020-12-26;00-19;205.6
Baden-Württemberg;2020-12-26;20-59;1305.8
Baden-Württemberg;2020-12-26;60+;552.74
Baden-Württemberg;2020-12-27;00-19;234.63
Baden-Württemberg;2020-12-27;20-59;1377.9
Baden-Württemberg;2020-12-27;60+;612.53
Baden-Württemberg;2020-12-28;00-19;241.58
Baden-Württemberg;2020-12-28;20-59;1520.6
Baden-Württemberg;2020-12-28;60+;759.76
Baden-Württemberg;2020-12-29;00-19;207.6
Baden-Württemberg;2020-12-29;20-59;1215.5
Baden-Württemberg;2020-12-29;60+;641.69
Baden-Württemberg;2020-12-30;00-19;187.51
Baden-Württemberg;2020-12-30;20-59;1120
Baden-Württemberg;2020-12-30;60+;539.67
Baden-Württemberg;2020-12-31;00-19;159.58
Baden-Württemberg;2020-12-31;20-59;1041
Baden-Württemberg;2020-12-31;60+;495.66
Baden-Württemberg;2021-01-01;00-19;151.17
Baden-Württemberg;2021-01-01;20-59;1076.4
Baden-Württemberg;2021-01-01;60+;466.44
Baden-Württemberg;2021-01-02;00-19;198.09
Baden-Württemberg;2021-01-02;20-59;1192.3
Baden-Württemberg;2021-01-02;60+;479.16
Baden-Württemberg;2021-01-03;00-19;181.58
Baden-Württemberg;2021-01-03;20-59;1263
Baden-Württemberg;2021-01-03;60+;505.93
Baden-Württemberg;2021-01-04;00-19;207.97
Baden-Württemberg;2021-01-04;20-59;1433.9
Baden-Württemberg;2021-01-04;60+;636.42
Baden-Württemberg;2021-01-05;00-19;232.34
Baden-Württemberg;2021-01-05;20-59;1361.6
Baden-Württemberg;2021-01-05;60+;639.8
Baden-Württemberg;2021-01-06;00-19;214.76
Baden-Württemberg;2021-01-06;20-59;1218.8
Baden-Württemberg;2021-01-06;60+;535.73
Baden-Württemberg;2021-01-07;00-19;168.77
Baden-Württemberg;2021-01-07;20-59;1081.2
Baden-Württemberg;2021-01-07;60+;557.27
Baden-Württemberg;2021-01-08;00-19;190.49
Baden-Württemberg;2021-01-08;20-59;1130.7
Baden-Württemberg;2021-01-08;60+;501.23
Baden-Württemberg;2021-01-09;00-19;155.96
Baden-Württemberg;2021-01-09;20-59;1031.3
Baden-Württemberg;2021-01-09;60+;374.47
Baden-Württemberg;2021-01-10;00-19;161.5
Baden-Württemberg;2021-01-10;20-59;1009.3
Baden-Württemberg;2021-01-10;60+;440.61
Baden-Württemberg;2021-01-11;00-19;183.72
Baden-Württemberg;2021-01-11;20-59;1171.2
Baden-Württemberg;2021-01-11;60+;525.02
Baden-Württemberg;2021-01-12;00-19;181.87
Baden-Württemberg;2021-01-12;20-59;1011.5
Baden-Württemberg;2021-01-12;60+;491.11
Baden-Württemberg;2021-01-13;00-19;169.78
Baden-Württemberg;2021-01-13;20-59;955.01
Baden-Württemberg;2021-01-13;60+;442.57
Baden-Württemberg;2021-01-14;00-19;160.8
Baden-Württemberg;2021-01-14;20-59;904.27
Baden-Württemberg;2021-01-14;60+;408.47
Baden-Württemberg;2021-01-15;00-19;148.4
Baden-Württemberg;2021-01-15;20-59;917.94
Baden-Württemberg;2021-01-15;60+;385.22
Baden-Württemberg;2021-01-16;00-19;145.16
Baden-Württemberg;2021-01-16;20-59;869.55
Baden-Württemberg;2021-01-16;60+;304.6
Baden-Württemberg;2021-01-17;00-19;142.67
Baden-Württemberg;2021-01-17;20-59;790.95
Baden-Württemberg;2021-01-17;60+;336.52
Baden-Württemberg;2021-01-18;00-19;158.66
Baden-Württemberg;2021-01-18;20-59;1003.9
Baden-Württemberg;2021-01-18;60+;443.3
Baden-Württemberg;2021-01-19;00-19;175.22
Baden-Württemberg;2021-01-19;20-59;865.64
Baden-Württemberg;2021-01-19;60+;414.89
Baden-Württemberg;2021-01-20;00-19;165.12
Baden-Württemberg;2021-01-20;20-59;834.91
Baden-Württemberg;2021-01-20;60+;390.73
Baden-Württemberg;2021-01-21;00-19;146.18
Baden-Württemberg;2021-01-21;20-59;779.87
Baden-Württemberg;2021-01-21;60+;312
Baden-Württemberg;2021-01-22;00-19;138.07
Baden-Württemberg;2021-01-22;20-59;751.12
Baden-Württemberg;2021-01-22;60+;337.82
Baden-Württemberg;2021-01-23;00-19;125.38
Baden-Württemberg;2021-01-23;20-59;784.92
Baden-Württemberg;2021-01-23;60+;267.83
Baden-Württemberg;2021-01-24;00-19;107.41
Baden-Württemberg;2021-01-24;20-59;732.57
Baden-Württemberg;2021-01-24;60+;273.75
Baden-Württemberg;2021-01-25;00-19;135.22
Baden-Württemberg;2021-01-25;20-59;843.08
Baden-Württemberg;2021-01-25;60+;333.25
Baden-Württemberg;2021-01-26;00-19;152.22
Baden-Württemberg;2021-01-26;20-59;766.16
Baden-Württemberg;2021-01-26;60+;286
Baden-Württemberg;2021-01-27;00-19;152.42
Baden-Württemberg;2021-01-27;20-59;674.38
Baden-Württemberg;2021-01-27;60+;278.85
Baden-Württemberg;2021-01-28;00-19;148.72
Baden-Württemberg;2021-01-28;20-59;674
Baden-Württemberg;2021-01-28;60+;246.64
Baden-Württemberg;2021-01-29;00-19;126.17
Baden-Württemberg;2021-01-29;20-59;706.17
Baden-Württemberg;2021-01-29;60+;277.63
Baden-Württemberg;2021-01-30;00-19;107.28
Baden-Württemberg;2021-01-30;20-59;581.65
Baden-Württemberg;2021-01-30;60+;218.99
Baden-Württemberg;2021-01-31;00-19;95.308
Baden-Württemberg;2021-01-31;20-59;572.05
Baden-Württemberg;2021-01-31;60+;210.48
Baden-Württemberg;2021-02-01;00-19;151.62
Baden-Württemberg;2021-02-01;20-59;644.51
Baden-Württemberg;2021-02-01;60+;266
Baden-Württemberg;2021-02-02;00-19;126.76
Baden-Württemberg;2021-02-02;20-59;620.68
Baden-Württemberg;2021-02-02;60+;219.96
Baden-Württemberg;2021-02-03;00-19;141.15
Baden-Württemberg;2021-02-03;20-59;605.33
Baden-Württemberg;2021-02-03;60+;217.7
Baden-Württemberg;2021-02-04;00-19;113.29
Baden-Württemberg;2021-02-04;20-59;483.05
Baden-Württemberg;2021-02-04;60+;212.2
Baden-Württemberg;2021-02-05;00-19;91.725
Baden-Württemberg;2021-02-05;20-59;566.14
Baden-Württemberg;2021-02-05;60+;228.89
Baden-Württemberg;2021-02-06;00-19;88.55
Baden-Württemberg;2021-02-06;20-59;513.65
Baden-Württemberg;2021-02-06;60+;165.11
Baden-Württemberg;2021-02-07;00-19;90.542
Baden-Württemberg;2021-02-07;20-59;475.99
Baden-Württemberg;2021-02-07;60+;147.28
Baden-Württemberg;2021-02-08;00-19;96.817
Baden-Württemberg;2021-02-08;20-59;543.31
Baden-Württemberg;2021-02-08;60+;198.48
Baden-Württemberg;2021-02-09;00-19;114.91
Baden-Württemberg;2021-02-09;20-59;535.67
Baden-Württemberg;2021-02-09;60+;163.82
